layer,pos,p2f_train,p2f_test,p2f_auroc,f2p_train,f2p_test,f2p_auroc
21,3,1.0,0.6366666666666667,0.8111555555555555,1.0,0.73,0.8037777777777778
21,4,1.0,0.6766666666666666,0.9209777777777778,1.0,0.8033333333333333,0.8724
22,0,1.0,0.5766666666666667,0.6820444444444445,1.0,0.5833333333333334,0.6520444444444444
22,1,1.0,0.5733333333333334,0.7547555555555555,1.0,0.6133333333333333,0.6962222222222222
22,2,1.0,0.7366666666666667,0.8443555555555555,1.0,0.7133333333333334,0.7609333333333334
22,3,1.0,0.64,0.8404444444444444,1.0,0.7366666666666667,0.8113777777777778
22,4,1.0,0.6966666666666667,0.9255555555555556,1.0,0.8066666666666666,0.8829333333333333
23,0,1.0,0.5766666666666667,0.5972444444444445,1.0,0.6,0.6472888888888889
23,1,1.0,0.5633333333333334,0.7459555555555556,1.0,0.6,0.6899555555555555
23,2,1.0,0.6966666666666667,0.7780888888888889,1.0,0.6966666666666667,0.7444
23,3,1.0,0.63,0.8125333333333333,1.0,0.74,0.8014222222222223
23,4,1.0,0.6966666666666667,0.9368,1.0,0.8233333333333334,0.8920444444444444
24,0,1.0,0.58,0.666,1.0,0.62,0.6712444444444444
24,1,1.0,0.56,0.7014222222222222,1.0,0.6333333333333333,0.7022222222222222
24,2,1.0,0.6766666666666666,0.7663555555555556,1.0,0.69,0.7310222222222222
24,3,1.0,0.6366666666666667,0.8096888888888889,1.0,0.75,0.7972444444444444
24,4,1.0,0.8166666666666667,0.9644,1.0,0.82,0.9024888888888889
25,0,1.0,0.5733333333333334,0.6562666666666667,1.0,0.6266666666666667,0.6671555555555555
25,1,1.0,0.59,0.7430222222222223,1.0,0.6533333333333333,0.7380888888888889
25,2,1.0,0.6333333333333333,0.7299111111111111,1.0,0.69,0.6996444444444444
25,3,1.0,0.66,0.8234222222222223,1.0,0.7033333333333334,0.7878222222222222
25,4,1.0,0.76,0.9449333333333333,1.0,0.8166666666666667,0.8990666666666667
26,0,1.0,0.59,0.5963111111111111,1.0,0.62,0.6732888888888889
26,1,1.0,0.6033333333333334,0.7160444444444445,1.0,0.6266666666666667,0.7182666666666667
26,2,1.0,0.6666666666666666,0.7530222222222223,1.0,0.6766666666666666,0.6963555555555555
26,3,1.0,0.7033333333333334,0.8454666666666667,1.0,0.73,0.7936444444444445
26,4,1.0,0.74,0.9298222222222222,1.0,0.8033333333333333,0.8961333333333333
27,0,1.0,0.5833333333333334,0.5677777777777778,1.0,0.62,0.6680444444444444
27,1,1.0,0.5766666666666667,0.6915555555555556,1.0,0.6366666666666667,0.7101333333333333
27,2,1.0,0.6633333333333333,0.7678666666666667,1.0,0.6866666666666666,0.7182666666666667
27,3,1.0,0.68,0.8312888888888889,1.0,0.6933333333333334,0.7819555555555555
27,4,1.0,0.7433333333333333,0.9062222222222223,1.0,0.77,0.8848444444444444
