layer,pos,p2f_train,p2f_test,p2f_auroc,f2p_train,f2p_test,f2p_auroc
15,0,1.0,0.5933333333333334,0.6997777777777778,1.0,0.5466666666666666,0.58
15,1,1.0,0.67,0.7908,1.0,0.6,0.6526666666666666
15,2,1.0,0.8133333333333334,0.8856,1.0,0.6466666666666666,0.6625333333333333
15,3,1.0,0.6133333333333333,0.6658222222222222,1.0,0.61,0.6598666666666667
15,4,1.0,0.6933333333333334,0.7937333333333333,1.0,0.6466666666666666,0.7528
16,0,1.0,0.5833333333333334,0.6760444444444444,1.0,0.5333333333333333,0.5584
16,1,1.0,0.7033333333333334,0.8014666666666667,1.0,0.59,0.6596444444444445
16,2,1.0,0.7933333333333333,0.8913333333333333,1.0,0.64,0.7038666666666666
16,3,1.0,0.6233333333333333,0.6935111111111111,1.0,0.6066666666666667,0.6638222222222222
16,4,1.0,0.7,0.7764,1.0,0.61,0.7153777777777778
17,0,1.0,0.5733333333333334,0.7304,1.0,0.5333333333333333,0.5796
17,1,1.0,0.6566666666666666,0.81,1.0,0.6133333333333333,0.666
17,2,1.0,0.7633333333333333,0.8464888888888888,1.0,0.6433333333333333,0.7022222222222222
17,3,1.0,0.6733333333333333,0.7363555555555555,1.0,0.61,0.6881777777777778
17,4,1.0,0.7433333333333333,0.8072888888888888,1.0,0.6,0.6838222222222222
18,0,1.0,0.56,0.7153333333333334,1.0,0.5033333333333333,0.5315111111111112
18,1,1.0,0.66,0.8316444444444444,1.0,0.61,0.6507555555555555
18,2,1.0,0.7566666666666667,0.8734222222222222,1.0,0.6433333333333333,0.7124888888888888
18,3,1.0,0.6866666666666666,0.7452888888888889,1.0,0.62,0.6819111111111111
18,4,1.0,0.74,0.7985777777777778,1.0,0.6633333333333333,0.7309777777777777
19,0,1.0,0.5466666666666666,0.6524444444444445,1.0,0.5233333333333333,0.5507111111111112
19,1,1.0,0.67,0.8318666666666666,1.0,0.58,0.6490222222222222
19,2,1.0,0.7733333333333333,0.8780888888888889,1.0,0.6466666666666666,0.7168888888888889
19,3,1.0,0.6766666666666666,0.7307555555555556,1.0,0.64,0.6807555555555556
19,4,1.0,0.7466666666666667,0.7926666666666666,1.0,0.63,0.7069777777777778
20,0,1.0,0.5233333333333333,0.6017777777777777,1.0,0.5066666666666667,0.5084
20,1,1.0,0.6833333333333333,0.8544444444444445,1.0,0.58,0.6284444444444445
20,2,1.0,0.77,0.8762222222222222,1.0,0.6566666666666666,0.7176444444444444
20,3,1.0,0.65,0.7388444444444444,1.0,0.6266666666666667,0.6800888888888889
20,4,1.0,0.73,0.7735555555555556,1.0,0.62,0.7000888888888889
21,0,1.0,0.5133333333333333,0.6101333333333333,1.0,0.4766666666666667,0.48488888888888887
21,1,1.0,0.71,0.8590222222222222,1.0,0.59,0.634
21,2,1.0,0.7633333333333333,0.8662666666666666,1.0,0.6466666666666666,0.7112444444444445
21,3,1.0,0.6933333333333334,0.7688,1.0,0.6466666666666666,0.6950666666666667
21,4,1.0,0.7766666666666666,0.8124,1.0,0.6333333333333333,0.7188
22,0,1.0,0.5133333333333333,0.6177333333333334,1.0,0.47333333333333333,0.4981777777777778
22,1,1.0,0.73,0.8625777777777778,1.0,0.5966666666666667,0.6292444444444445
22,2,1.0,0.7866666666666666,0.8734222222222222,1.0,0.65,0.7105333333333334
22,3,1.0,0.6733333333333333,0.7350666666666666,1.0,0.6366666666666667,0.6980888888888889
22,4,1.0,0.7633333333333333,0.8097777777777778,1.0,0.6333333333333333,0.7020444444444445
23,0,1.0,0.5166666666666667,0.6421777777777777,1.0,0.48,0.4657777777777778
23,1,1.0,0.7166666666666667,0.8956888888888889,1.0,0.5866666666666667,0.6413333333333333
23,2,1.0,0.76,0.8591555555555556,1.0,0.6166666666666667,0.6894222222222223
23,3,1.0,0.68,0.7712,1.0,0.64,0.7088444444444445
23,4,1.0,0.7666666666666667,0.8103555555555556,1.0,0.6333333333333333,0.6827555555555556
24,0,1.0,0.5233333333333333,0.6241333333333333,1.0,0.4666666666666667,0.45711111111111113
24,1,1.0,0.7466666666666667,0.9052,1.0,0.5866666666666667,0.6483111111111111
24,2,1.0,0.7233333333333334,0.8285333333333333,1.0,0.6133333333333333,0.6860444444444445
24,3,1.0,0.6733333333333333,0.7579111111111111,1.0,0.6433333333333333,0.7052
24,4,1.0,0.7666666666666667,0.8182666666666667,1.0,0.6533333333333333,0.6976888888888889
25,0,1.0,0.5366666666666666,0.6179555555555556,1.0,0.4766666666666667,0.47555555555555556
25,1,1.0,0.7666666666666667,0.9073777777777777,1.0,0.6,0.6447111111111111
